Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,const
814,1,20,71675.09,12.55339,14,2,1,False,False,False,True,True,True,True,True,True,True,False,True,58.74921,219.9902,5464.935804,2,3,3,5,2,4,4,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,1
179,2,47,11047.8,5.414347,10,1,0,True,False,True,True,True,True,False,False,False,False,False,True,2.942683,127.4783,868.7530886,5,4,5,4,4,5,2,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
492,0,44,49320.63,6.840473,12,0,0,False,True,True,True,False,True,False,False,False,False,True,True,55.68048,129.9598,5308.256406,5,4,5,4,5,5,3,4,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,1
2889,1,43,80120.44,10.35620722,9,0,0,False,False,False,True,True,False,False,True,True,False,True,True,7.19812868,172.503404,1042.502776,4,3,4,4,2,4,5,4,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1
20926,1,71,97462.46,12.05972869,13,0,0,False,True,True,True,False,False,False,False,False,False,True,True,1.522691557,127.442069,737.7421962,2,3,4,3,4,3,2,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
1338,10,64,143972.7,12.80754,13,1,0,False,False,True,True,True,False,False,True,True,True,True,True,15.73243,265.147,2212.360308,2,3,3,4,4,3,4,2,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,1
719,2,35,51510.02,12.55061484,8,0,2,False,True,True,True,False,True,False,True,True,True,True,True,17.34018575,235.159141,2196.151925,4,5,4,3,3,3,5,4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,1
266,4,71,48597.98,10.84404672,11,1,1,True,True,False,True,True,True,False,False,True,True,True,False,1.871917709,255.141716,859.0587897,3,4,4,4,3,3,3,4,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,1
130,1,29,40364.46,9.444273,14,1,0,True,True,False,True,False,False,True,True,False,True,False,False,62.47012,172.4579,5588.834646,4,3,3,5,4,5,4,4,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,1
76811,0,55,79012.74,15.36673,13,0,1,False,True,False,False,True,False,False,True,False,True,True,False,56.08334,232.6378,5649.459364,3,3,4,2,3,5,3,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2276,2,20,18384.77,14.03130715,10,0,0,False,True,False,True,False,False,False,False,False,False,False,False,5.784022533,112.455141,629.4411174,5,5,5,4,3,4,4,3,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,1
4971,3,78,60256.74,8.059137,15,1,0,False,True,True,True,True,False,True,False,True,True,True,True,55.26536,275.1198,5112.939726,5,5,5,3,5,5,3,5,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,1
6917,4,42,6790.51,11.00941,16,1,0,False,False,True,True,False,True,False,False,True,False,False,True,60.53871,127.482,5267.174112,5,5,4,3,4,3,4,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
28016,0,87,67379.0,10.444,9,0,0,True,True,False,True,True,False,False,False,False,False,False,True,56.20378,112.4844,4551.440341,3,2,3,3,4,2,3,4,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1
1544,5,77,34004.09,10.0382,9,0,1,False,False,False,True,True,True,True,False,False,True,False,False,41.14853,194.9581,3916.615527,2,3,4,3,5,2,3,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
861,0,83,6921.31,10.61597,15,1,0,False,True,True,True,False,True,False,True,False,False,False,True,46.60224,107.4958,4279.718136,4,4,5,2,4,4,4,5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
23790,0,49,56905.46,8.430619,14,1,0,True,True,True,True,False,False,False,True,False,True,False,False,56.1113,129.9621,5338.007308,3,4,4,2,4,3,3,5,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,1
1288,5,78,103435.7,10.72873,14,2,0,False,True,False,False,True,False,False,True,False,False,True,True,7.831744,159.9942,1016.19707,4,4,3,3,5,3,4,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
603,0,41,6204.51,11.15744,13,0,1,False,False,False,True,True,False,True,True,True,False,True,False,2.184299,194.9992,701.4431106,4,3,4,6,1,4,4,4,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,1
17,0,19,75871.75,12.07096717,11,2,0,False,True,True,True,False,False,True,False,True,True,True,True,3.084376591,210.138,952.5914921,3,2,3,3,4,3,4,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
389,0,38,11182.43,8.998522,14,2,0,False,True,False,True,False,False,True,False,True,True,True,True,66.66711,222.6143,6466.569641,4,4,3,3,3,3,3,5,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
639,3,49,61396.06,9.126135,8,3,1,False,True,True,True,False,True,True,True,False,False,True,False,61.28932,164.9785,5940.643763,5,4,4,5,4,5,4,5,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1
18353,5,75,13111.46,8.727973,13,0,1,False,True,False,True,False,True,True,True,False,True,True,True,66.38094,245.1457,6265.320961,3,2,3,3,5,3,2,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1
9908,4,72,42676.34,9.026579,14,0,0,False,False,False,True,False,False,False,False,False,False,True,False,66.37863,114.9658,5727.479091,3,3,3,4,3,4,3,4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
40860,2,29,14406.17,9.660222,10,1,1,False,True,False,True,True,False,False,False,True,False,False,True,9.557096,157.4698,1067.650921,5,4,5,4,3,4,4,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,1
14438,0,58,15534.39,8.805078,11,0,0,False,True,False,True,True,True,True,False,False,True,True,True,70.64297,265.1283,6503.161137,3,4,4,4,3,3,2,4,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,1
398,1,49,14202.72,10.26519974,17,0,0,True,False,False,True,False,False,False,False,False,True,True,False,11.58276897,187.609354,1849.484087,4,4,4,3,3,4,3,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
2739,1,32,82308.64,11.48109,11,0,0,False,True,True,True,True,False,False,False,False,True,False,True,12.95415,137.4684,1461.63528,1,2,2,4,3,3,1,2,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,1
4889,0,83,26917.26,10.68604,10,0,1,True,True,False,True,False,False,False,False,True,False,False,True,71.21301,92.48802,5809.037267,4,4,5,4,3,3,4,3,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,1
254,1,83,29764.16,6.952948,12,0,1,False,False,False,True,True,False,True,False,False,False,True,True,48.83733,169.9671,4245.418262,3,4,4,3,5,3,3,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1
15836,0,89,17072.33,11.32238,13,1,0,False,True,False,True,False,True,True,False,True,False,True,True,8.561641,184.9647,984.7206752,4,4,3,5,2,3,3,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,1
285,1,77,62758.96,11.67521,12,2,0,False,True,True,True,True,True,False,True,False,False,True,True,41.58309,194.9882,3819.338688,1,1,1,3,3,4,3,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,1
22939,0,83,58563.96,9.182092,8,1,0,False,True,True,True,True,False,False,False,False,False,False,False,7.94384,144.9607,610.2392527,3,4,3,4,3,4,3,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1
3050,4,57,57497.76,9.154572,14,0,0,False,True,False,True,False,False,False,True,False,True,True,True,36.98095,220.1323,3668.332806,2,2,3,2,4,1,2,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
8618,0,51,90253.73,10.96431,7,1,0,False,True,False,True,False,False,True,False,True,False,True,True,6.663036,162.447,1292.032339,3,2,3,4,4,3,2,3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,1
9071,1,87,61291.33,7.978417,19,1,1,False,True,False,True,True,False,True,False,False,True,False,True,17.61732,172.4404,2123.830793,2,3,3,3,5,2,3,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
568,2,37,35274.36,7.13163,8,0,2,False,True,False,True,True,False,False,False,False,True,False,True,65.36086,169.9447,5723.066248,4,4,3,3,2,3,3,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1
1418,0,43,78661.45,10.20451845,11,1,1,False,False,False,True,True,False,False,False,True,False,False,True,4.187033385,157.469817,437.8833399,5,4,4,1,4,3,4,4,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,1
2292,3,85,39894.55,11.46498,10,0,0,False,False,True,True,False,False,False,False,False,True,False,True,70.38153,104.9629,5935.908059,4,4,5,1,6,2,3,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1
1397,6,22,100257.6,13.51521,16,1,0,False,True,True,True,False,False,False,False,False,False,True,False,60.04717,147.4421,5434.193829,3,5,4,3,2,3,4,5,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,1
21,1,33,28269.35,10.16339628,7,0,0,True,False,False,True,False,True,False,False,False,False,True,True,9.2766412,149.959755,1077.09525,4,4,4,4,3,3,5,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
40385,0,89,19533.69,11.93019,8,0,1,False,True,False,True,False,False,True,True,False,True,True,False,62.83833,222.6281,6066.459973,4,3,4,3,3,5,4,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
24785,4,19,25785.57,15.05112,15,1,1,False,True,False,True,True,False,False,False,False,False,False,False,68.53091,112.4844,5989.870888,2,3,3,3,5,3,3,4,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,1
29414,3,23,30689.2,8.26303,15,2,1,True,False,False,False,False,False,False,False,False,True,False,True,59.8408,117.4392,5736.046673,3,4,4,2,3,3,4,3,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1
18828,8,45,39569.58,9.330391,12,1,0,False,False,True,True,False,True,False,False,False,False,True,False,16.02992,117.4835,1806.59355,2,3,3,3,5,2,2,3,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
23517,1,72,51154.34,11.03563726,9,1,0,False,True,False,True,True,True,False,False,False,True,True,False,3.999030359,210.156274,886.340074,4,4,6,4,4,4,5,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,1
701,2,63,15201.62,7.903037,15,2,1,False,False,False,True,False,False,True,False,True,False,False,False,51.62267,147.4601,4424.978903,4,3,4,3,3,4,4,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,1
7114,2,89,40929.13,15.15079,5,0,0,True,False,False,True,True,False,True,False,False,True,True,False,57.06138,242.6106,5641.483426,3,3,2,2,4,4,5,5,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1
18213,0,84,52581.07,8.855708,14,0,0,False,True,False,True,True,True,False,False,True,False,True,False,2.972634,194.9744,438.8374341,5,5,4,3,3,4,5,6,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,1
1130,3,85,29819.59,11.47175,8,0,1,False,True,False,True,False,True,True,False,True,False,True,True,22.11529,152.4884,2200.745774,5,5,5,5,3,5,5,4,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,1
244,1,29,16226.12,6.414763,19,0,0,False,True,False,True,True,False,False,False,True,True,False,False,5.526815,162.4538,1233.655272,2,1,3,4,2,3,2,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
19951,1,68,5960.43,8.696081,15,1,2,False,True,True,True,False,False,False,False,False,True,False,True,42.83737,137.4392,3673.166054,4,4,4,2,3,3,3,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,1
588,8,80,30288.0,10.98243,12,1,0,False,False,False,True,True,False,True,True,False,True,False,True,54.14957,172.4871,5027.299322,3,3,4,3,3,4,4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
3734,4,81,24859.24,10.31760367,11,0,0,False,False,False,True,False,False,False,False,False,True,False,False,2.744401393,104.962874,484.8207127,5,5,5,3,4,3,4,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1
273,2,18,12269.77,6.464118,13,2,2,False,True,False,True,True,True,False,True,False,True,True,False,56.18852,255.1555,5455.610895,3,3,2,4,6,2,3,4,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
293,3,27,49626.73,14.07334,11,0,1,False,True,False,False,False,False,True,True,True,False,True,True,9.175977,174.9699,1754.124518,3,3,3,3,3,3,2,2,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,1
4334,2,68,23406.73,8.50057,14,1,0,False,False,False,True,False,False,True,False,False,False,True,True,11.76752,169.9378,1216.01156,3,1,4,5,2,2,5,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
11484,0,65,27535.44,9.233939,7,1,0,False,False,True,True,True,False,False,True,False,True,True,True,67.90183,252.6378,6171.559833,4,4,3,5,3,4,3,4,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1
824,2,18,39092.7,7.79720649,9,1,1,False,True,False,True,True,True,False,False,False,False,False,True,15.71358455,115.002061,1679.045392,5,5,3,4,4,4,3,6,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,1
1602,1,35,194550.7,7.939605,11,1,0,True,False,True,False,False,False,False,True,True,True,True,False,60.64795,200.1652,5591.655269,2,3,4,2,6,2,4,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
2088,1,19,15332.39,11.04764,10,0,2,False,True,False,True,True,False,False,False,True,True,True,True,54.98522,252.624,5166.92619,5,4,4,2,2,5,4,3,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,1
2440,1,44,43677.48,8.220782475,8,2,1,False,True,False,True,False,False,False,False,False,True,False,False,16.53708435,104.962874,1643.91894,5,5,4,3,4,4,5,4,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1
335,3,63,35901.58,6.406512,10,2,1,False,False,False,False,True,False,True,False,False,False,True,False,63.5224,169.9671,5571.995482,4,3,3,3,3,3,4,5,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,1
141,0,72,29702.84,7.204886,14,1,1,False,True,True,True,False,True,False,True,True,False,False,False,4.83659,120.0049,980.2047172,4,3,2,3,4,3,3,4,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,1
5157,8,75,36342.31,15.40917963,15,2,0,False,False,False,True,True,False,True,True,True,True,False,False,2.733109234,217.472533,882.1160656,5,4,4,4,3,5,5,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1
58705,1,37,24847.04,8.76533,13,1,0,False,False,True,True,False,True,False,False,True,True,True,False,16.7247,202.6362,2436.72717,5,5,5,3,5,3,4,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,1
219,1,86,41467.24,5.287302,13,2,0,False,True,True,True,True,True,True,True,False,False,False,False,9.621889,182.497,1023.023077,3,3,3,4,4,3,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,1
160,7,46,17974.25,13.11159,13,0,0,False,True,False,True,False,False,False,False,True,False,False,True,70.73353,124.9643,6024.265777,3,3,3,3,5,2,3,3,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1
4901,1,24,56969.75,7.382948,8,2,0,False,True,False,True,False,True,True,True,True,True,False,True,51.91699,187.4847,4820.053166,4,3,3,4,3,5,3,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1
1178,1,18,27259.78,12.74662948,13,2,1,False,True,False,True,True,False,False,True,False,True,True,True,3.795086086,232.637807,1517.166558,4,3,4,4,5,3,5,4,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
5424,7,62,42608.15,15.91261,12,1,1,False,False,False,True,False,True,True,False,False,False,False,True,71.24412,117.4686,6592.008568,4,3,3,2,4,3,2,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
1078,3,46,60953.64,11.21221327,12,2,0,False,False,False,True,False,False,True,False,False,True,False,False,7.852675802,127.458638,1034.285556,4,5,3,3,4,3,2,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,1
431,2,68,79645.56,7.695657,14,3,0,True,True,False,True,True,False,True,True,False,False,True,True,5.976743,194.9663,1312.11903,3,3,4,1,5,4,2,4,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,1
14645,0,67,27422.23,10.46708,9,1,0,False,True,False,False,True,True,False,False,False,False,False,False,38.14529,147.4783,3294.82859,4,3,3,2,3,4,4,4,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,1
1833,4,41,106862.5,8.006363,10,1,0,False,False,False,True,False,False,False,False,False,True,True,True,39.61469,175.1331,3851.447958,1,2,2,5,2,2,3,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1
1168,0,54,108135.1,9.164653,14,0,0,False,False,True,True,False,False,False,True,False,True,False,True,6.453124,149.9621,792.1819969,3,4,3,3,3,3,4,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,1
1559,8,29,50297.06,9.560116,11,1,1,True,True,False,False,True,False,False,False,True,True,True,True,46.40554,252.624,4646.632157,3,4,3,5,5,3,3,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,1
