Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,TimeZone_AST,TimeZone_CST,TimeZone_EST,TimeZone_HAST,TimeZone_MST,TimeZone_PST,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
4852,0,54,38613.42,12.62845,7,1,1,False,False,False,True,True,False,True,True,False,False,False,True,55.3519,179.9794,4851.255631,2,3,3,7,2,3,4,2,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1917,3,58,87537.25,9.591529444,14,0,1,False,True,True,True,True,False,False,False,True,False,False,False,12.07358377,137.469817,1623.045026,2,3,3,4,2,4,3,5,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1970,1,34,47017.43,12.82818,14,1,0,False,True,False,True,False,False,False,True,False,False,False,True,25.72493,124.9781,2354.102724,3,4,3,3,3,3,3,4,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
82257,0,26,37627.29,7.081915,11,1,1,False,False,True,True,True,False,True,True,False,False,False,False,48.31617,159.9794,4697.773285,3,3,2,4,4,3,3,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
159,3,52,20845.37,9.447473,10,0,0,False,False,False,False,False,False,True,False,False,True,False,True,70.36396,127.4586,6136.653635,3,3,4,2,5,4,3,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False
6020,1,81,39464.48,7.685325,12,0,1,False,False,False,True,False,False,True,True,False,True,True,True,52.68582,210.1518,4878.104493,3,3,3,3,3,4,3,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
1860,2,25,22427.56,6.547081,17,2,1,False,False,False,True,False,False,False,True,False,True,False,False,58.50824,149.9621,5214.115508,4,4,2,5,4,4,4,3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
31,1,32,10121.38,9.247619,13,0,0,False,True,False,True,False,False,False,True,True,True,False,True,46.55588,162.4713,4232.407012,3,3,4,3,4,2,5,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True
14990,8,36,18232.01,13.7442,9,1,0,False,True,True,True,True,False,False,False,False,False,True,False,15.46234,179.9476,1786.342426,2,1,2,5,5,3,2,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
657,2,87,37885.62,9.17978,15,1,0,True,True,False,True,False,False,True,True,False,False,True,True,64.02401,162.4608,5934.141788,3,4,4,4,2,4,3,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
20193,4,47,57304.51,9.880673,9,2,1,False,True,True,True,True,False,False,False,False,False,False,False,68.79305,144.9607,5837.262258,5,3,4,3,4,5,3,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
55737,3,35,11581.26,8.457924,12,1,1,False,False,False,True,True,False,False,False,True,True,False,True,59.6819,182.4538,5346.463188,5,3,3,4,2,5,5,5,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
174,5,40,38678.23,7.235001,11,1,1,False,False,False,True,False,True,True,False,False,False,False,True,42.82228,137.4686,3860.25038,3,3,3,3,5,3,1,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
284,0,24,43301.18,11.05814,9,1,0,False,False,False,True,False,False,False,True,False,True,False,True,65.44503,129.9621,6184.758563,3,2,2,1,5,3,2,3,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
4591,0,70,13887.89,8.252837,8,1,2,False,True,False,True,True,False,False,True,True,False,False,False,59.25503,149.9928,5360.153324,3,3,4,2,5,2,4,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1345,2,66,30331.59,11.9505,10,0,0,True,False,False,True,False,True,False,False,False,False,True,False,50.8022,129.9598,4815.694058,5,5,5,4,2,5,5,5,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2733,5,66,40660.84,11.58410296,11,0,1,False,False,False,False,False,False,False,False,False,True,False,False,4.525864256,137.439154,710.7541633,4,3,4,3,5,4,3,3,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
30935,0,86,5024.61,9.35316,13,3,1,True,False,True,True,True,False,True,False,False,False,False,True,61.62973,167.4564,5175.585295,4,4,3,5,2,4,5,4,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False
1167,0,30,116888.77,11.06209104,13,1,0,False,True,False,True,True,False,False,True,False,False,True,False,11.92905011,172.470522,1851.152977,4,5,4,3,3,4,6,6,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
736,2,76,18301.98,14.32600086,11,1,1,False,False,False,True,True,False,True,False,True,True,False,False,9.472450618,204.949594,1114.13669,3,3,3,5,2,4,4,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
137,0,86,16587.43,8.412486,12,0,1,False,True,True,True,False,True,True,True,True,False,False,True,2.237136,142.5007,733.0142637,4,4,3,5,4,4,3,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
300,1,52,26270.48,8.541154,11,0,0,False,False,True,True,True,False,False,True,False,True,True,True,59.14141,232.6378,5940.651428,5,4,5,3,3,3,6,4,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
4759,10,28,7619.18,12.28145524,13,2,0,False,True,True,True,False,True,True,False,False,True,False,True,12.01513041,142.452604,2138.553831,5,4,4,3,5,4,4,3,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
6294,0,85,61525.98,8.429623,11,0,0,False,True,False,True,False,False,True,False,True,True,True,False,68.77621,210.138,6071.79498,3,3,3,4,5,4,4,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
128,1,59,42452.02,14.39916,15,0,0,False,False,True,True,False,False,True,False,True,True,False,False,1.76975,172.4441,483.0491679,4,3,3,4,3,4,3,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
14559,1,53,88400.03,14.57549,7,0,0,False,False,True,True,False,False,True,False,True,True,True,True,6.21102,222.6143,1494.533376,2,3,2,2,3,3,4,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3431,0,46,12929.43,13.87773,17,0,0,False,False,False,False,False,True,True,False,False,False,True,False,46.05744,172.4555,4193.703815,3,3,3,4,2,3,5,4,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
24774,1,80,5864.01,11.07131,6,0,1,False,False,False,True,False,False,False,False,False,False,True,False,9.8256,127.4421,1306.270891,5,4,5,3,4,4,3,4,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
6637,3,23,67050.85,7.764846,14,0,2,False,True,True,True,True,False,False,True,False,True,True,True,67.09737,220.1615,6335.700634,2,2,3,3,4,3,4,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
30785,2,89,54859.16,10.1755,12,1,0,False,True,False,False,True,False,True,False,False,True,True,True,44.21572,262.6106,4222.497317,2,3,3,3,4,4,2,3,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
39,2,25,79402.83,10.51982,11,2,1,False,True,False,True,False,True,False,True,True,True,True,False,21.19498,235.1591,2458.677481,4,4,3,4,3,4,2,3,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False
876,1,55,54981.51,15.09456492,12,0,1,False,False,False,True,False,False,True,False,False,False,True,True,1.156719701,137.461553,358.4232611,3,3,2,6,4,3,3,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
553,1,27,11737.67,12.53943,12,2,0,False,False,False,True,False,True,False,True,False,True,True,False,17.7076,222.65,2217.378277,3,3,3,4,4,3,3,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
16192,2,28,20255.71,13.91396,8,3,0,False,False,False,True,True,False,True,True,True,True,False,False,56.50306,217.4725,5210.243584,3,4,3,3,2,3,4,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
4476,1,19,13233.4,12.4846,11,0,0,False,True,False,True,True,True,True,False,False,False,True,True,12.5247,204.961,1555.075783,4,5,6,4,2,3,4,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
8624,2,76,35825.11,12.10925,12,0,0,False,True,False,True,False,False,True,True,True,True,False,True,43.86844,152.4907,3992.718989,3,3,4,4,4,3,3,2,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False
1364,1,61,50335.34,13.21238,15,1,0,True,False,False,True,False,False,False,True,False,False,True,False,71.86603,139.965,6619.456202,4,4,5,4,4,4,6,5,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
3968,0,30,58912.81,6.51399,15,1,1,False,False,False,True,True,True,True,False,False,True,False,False,17.76511,162.4818,2000.801151,5,3,4,5,2,5,5,5,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
28558,8,46,68557.22,12.91472,10,0,1,False,True,False,True,False,False,True,False,False,False,True,False,3.081551,169.9378,843.4262718,3,2,3,4,2,4,4,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
5429,4,40,44089.97,8.533249,6,0,0,False,True,False,True,False,True,True,True,False,False,True,True,68.6711,184.9785,6192.288655,3,5,4,3,2,5,2,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,9,43,26492.19,9.643831,8,4,0,True,True,False,True,True,False,True,False,False,False,False,False,68.02064,147.4564,6530.78052,4,3,4,4,3,3,3,5,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
16785,0,42,33471.07,11.92715,13,1,0,False,True,False,True,True,True,True,False,True,False,True,True,6.708628,197.4702,1390.143881,5,5,4,2,6,3,3,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
9725,2,79,117715.3,12.15027,11,1,1,True,True,False,True,True,True,False,True,False,True,True,True,71.07998,222.6792,6522.842043,3,2,3,3,4,2,5,5,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False
21394,2,37,23757.46,11.89332,8,0,0,False,True,True,False,True,False,True,False,False,False,True,True,7.816831,182.4433,1479.383716,4,5,5,4,3,5,4,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
510,4,29,21616.86,14.41202,10,1,0,False,True,True,True,False,False,True,False,False,True,False,False,58.09895,139.9349,5698.426541,1,2,3,5,2,3,3,4,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True
19,1,76,50038.58,10.96448,7,1,0,True,True,False,True,True,False,True,True,False,True,False,False,64.67686,204.9634,5687.504971,4,4,2,6,2,6,4,3,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
58114,0,76,14797.51,9.655889,15,1,0,False,True,True,True,False,True,False,False,True,True,False,True,49.01677,119.9897,4249.059682,3,4,4,2,4,4,4,3,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
417,2,83,25886.2,8.961461799,15,1,0,False,False,True,False,True,False,False,True,True,False,False,True,1.715329149,169.992756,250.9270047,3,3,2,4,3,3,1,3,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
22187,4,33,37615.69,17.80133,10,2,1,False,True,True,True,True,True,False,False,False,True,True,False,10.269,242.6326,1620.308367,4,4,3,3,3,5,4,5,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2161,3,69,79594.91,9.604892,16,1,0,False,False,False,True,False,False,False,False,True,True,False,True,47.43916,129.9483,4526.335532,4,3,4,5,4,3,2,5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4059,1,49,25435.29,12.9775086,11,4,0,True,False,False,True,False,False,True,True,False,False,True,True,8.294910436,182.460772,1048.128938,2,2,3,2,5,2,3,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1087,3,79,86060.95,13.53186,9,1,1,False,False,False,True,False,False,True,True,False,True,True,False,12.3548,222.6281,2102.1428,4,4,4,4,4,3,4,4,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1520,1,76,27917.73,10.5117,7,1,0,False,False,False,True,True,False,False,True,False,False,False,True,69.35043,157.4836,5780.643396,4,4,3,4,2,5,4,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
15882,1,41,25656.47,10.77254,12,0,0,False,True,True,True,True,False,True,False,False,True,False,False,68.65945,172.4404,6503.984053,2,3,4,3,4,3,2,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
48833,3,58,96042.29,11.90561,9,1,0,False,True,False,True,False,False,False,False,False,False,True,True,52.98326,114.9658,4645.007236,4,3,4,3,4,3,3,3,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
11741,1,86,32183.92,3.992429,5,1,1,True,True,True,True,False,False,False,False,True,False,True,True,46.30752,127.475,3866.67814,3,3,3,3,3,4,5,5,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
1010,3,87,5043.14,9.256176,17,2,0,False,True,True,True,False,True,False,True,True,False,True,True,58.34548,154.9919,5567.462774,4,4,3,3,3,3,2,5,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
370,0,38,13867.89,6.037666483,10,0,3,False,True,False,True,False,False,True,True,True,False,False,True,1.350108155,127.506726,411.2961627,1,3,2,5,2,4,5,3,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
9338,1,70,22812.0,8.735591454,14,2,1,False,False,True,False,True,False,False,False,False,True,True,True,6.766267697,207.638588,1044.435554,4,5,5,4,4,3,5,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2387,3,28,60536.56,9.013523,16,1,1,True,False,False,True,True,True,False,True,True,True,False,True,7.698157,177.4945,1683.821351,5,5,6,2,2,6,5,3,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
0,2,42,25670.71,13.9772991,12,3,1,False,False,True,True,False,False,False,True,False,True,False,False,17.80378998,129.962093,2283.692222,3,4,3,3,4,4,4,4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
302,3,27,6624.45,13.42022,10,0,2,False,True,True,True,True,False,True,False,True,True,False,False,2.108436,172.4733,702.1831409,4,5,4,3,4,6,5,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5858,0,84,36517.36,7.762278,10,0,0,False,True,True,True,False,True,False,False,False,True,False,True,40.8394,119.9568,3961.965984,4,4,5,2,4,3,2,3,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
67,0,51,20532.13,12.76985,10,0,0,True,False,False,True,False,False,True,True,False,True,True,True,3.613493,222.6281,1385.346757,3,4,3,4,3,4,3,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
35101,1,66,6385.6,5.546215,10,3,0,True,False,True,True,False,True,True,False,False,True,True,True,70.44254,232.6228,6372.288678,3,5,3,3,3,5,4,4,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
751,5,43,49062.06,10.93632,7,2,0,False,True,True,True,True,True,False,False,False,False,False,True,65.28923,127.4783,6165.048793,4,3,5,2,6,2,3,3,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1276,3,65,82191.44,7.081175,16,1,0,False,True,False,True,False,True,False,False,False,False,True,True,63.42517,117.4835,5552.848067,5,5,5,3,3,3,5,4,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
6833,0,54,78242.35,7.296658,11,2,0,False,True,False,False,True,True,True,False,True,False,False,True,43.46156,182.4833,3871.367991,3,4,3,4,5,2,4,3,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
17766,2,19,13774.14,7.457468,12,0,1,False,True,False,True,False,False,False,True,False,True,False,False,64.50684,149.9621,5772.353993,4,4,3,4,3,4,2,6,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
7870,2,23,132116.33,12.50184778,11,1,0,False,True,False,True,False,True,True,False,True,False,True,True,22.25746016,184.964681,2384.885909,4,4,5,2,2,4,3,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
11268,9,45,43383.54,6.613070806,14,0,0,False,True,False,False,False,False,True,False,False,True,True,True,11.08287797,230.105118,1795.465729,3,2,1,5,3,3,3,2,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
36959,0,38,26353.03,6.445166,12,0,0,False,True,False,True,False,False,True,False,False,False,True,True,63.64621,169.9378,5503.629445,4,5,3,4,3,5,5,5,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1572,0,54,58015.98,13.98326,17,2,1,False,True,False,True,False,False,False,False,True,False,True,True,64.11078,139.9512,5813.064092,4,3,3,1,5,3,3,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
1861,9,33,64397.56,9.489541639,16,1,0,False,False,False,True,False,True,False,True,True,False,True,True,12.13508874,142.515576,1729.34277,4,3,4,4,4,4,4,4,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1665,2,49,25048.77,12.2507651,13,0,0,False,False,True,True,False,False,True,False,True,True,True,True,14.98166868,242.61428,1890.640168,4,5,5,5,4,5,5,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
62,2,69,9106.57,12.29278948,4,2,0,False,True,True,True,True,False,False,True,True,False,True,True,21.13118502,184.979684,2543.181756,3,4,3,4,4,4,4,4,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
46,3,85,47986.4,9.162228,14,2,1,False,False,True,True,False,True,True,False,True,False,True,True,44.72714,164.9647,4384.720336,2,3,3,3,3,2,5,3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
7252,1,29,17134.4,6.583504,8,1,0,False,False,True,True,False,False,False,True,False,False,True,False,5.695207,139.965,1220.191739,3,4,5,4,4,5,5,5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16503,1,56,31529.9,8.554768,11,1,0,False,False,True,True,True,False,False,False,False,True,False,True,18.8572,137.4684,1819.57724,3,2,2,3,3,4,4,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
615,6,38,31239.87,8.18622,10,0,0,False,True,False,True,True,False,False,False,False,False,False,True,8.584144,112.4844,1077.237101,4,5,4,5,2,4,5,4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,2,49,47836.42,8.873568,18,0,0,False,True,False,True,True,False,True,False,False,True,True,False,55.49261,230.1344,5277.646823,4,5,5,3,3,4,3,5,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1003,4,48,13148.09,16.41445271,13,1,0,False,True,False,True,False,False,False,True,True,False,False,True,16.52138638,105.010962,1568.47416,4,4,4,5,2,4,4,4,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1096,0,53,17127.79,7.827218,12,1,0,False,True,False,True,False,False,True,False,False,True,True,True,37.45999,210.1051,4019.898568,3,3,4,3,3,3,3,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
26656,4,67,40978.57,8.762474,14,1,0,False,True,True,True,True,True,False,False,False,True,True,True,14.29414,242.6326,1838.646452,4,4,3,4,2,4,5,4,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
32525,2,62,29117.32,14.19610787,7,1,0,True,False,False,True,False,False,False,False,False,False,False,True,17.52138221,92.455141,1866.966586,3,3,2,3,4,3,3,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
402,0,70,30593.51,6.002354266,12,1,0,True,False,False,True,False,False,True,True,True,False,False,True,1.235589507,127.506726,296.9963678,3,3,2,3,3,2,4,4,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True
13077,3,33,41130.54,10.38794,13,1,0,False,False,False,True,True,True,True,False,True,True,False,False,14.91353,174.991,1806.936325,3,5,4,4,3,4,3,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
9054,2,28,5337.97,13.49663107,10,3,0,False,True,False,True,False,False,False,True,False,False,True,False,9.086633107,159.965008,1118.646915,2,3,4,3,4,4,4,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
1693,3,44,68269.35,12.54175,15,1,0,False,False,False,True,True,False,True,False,False,True,False,False,11.4255,192.4404,1452.597026,4,4,4,3,4,4,5,4,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
961,3,59,27782.86,10.75626,15,1,1,False,True,False,True,False,False,True,True,False,True,True,True,70.52836,210.1518,6473.783327,5,5,4,5,2,5,4,6,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
443,2,48,33547.8,14.1344,15,2,0,False,False,False,True,False,True,False,True,True,True,False,False,70.69523,144.9889,6677.35743,2,2,3,5,2,4,4,3,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
15724,0,85,25434.15,8.316451322,11,0,0,False,False,False,True,False,False,False,True,True,True,True,False,8.713385365,232.641455,1141.532192,3,3,3,4,2,3,3,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
642,0,38,20179.28,6.955194,11,0,0,True,True,False,True,True,True,False,True,True,False,True,True,2.327566,187.4974,1117.725477,3,2,3,3,4,3,3,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
10185,0,46,18634.17,10.6092,14,1,0,False,False,True,True,True,True,True,False,False,False,False,False,5.461422,149.9741,1193.11856,4,4,4,4,3,4,6,5,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
164,1,32,17922.3,19.71756,13,2,1,False,False,False,True,False,False,True,True,True,True,True,False,49.18219,222.6609,4756.00161,3,4,4,3,4,3,3,3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1924,1,75,48524.09,7.516963,15,0,0,False,True,False,True,True,False,False,False,True,True,True,True,54.23273,252.624,4968.719293,3,3,3,6,2,5,4,4,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
26607,1,45,33809.72,3.908365171,13,1,1,False,False,True,True,False,False,True,False,False,True,False,True,29.10639477,127.458638,2678.418264,3,3,4,5,2,5,4,4,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
2180,6,20,23334.38,15.41725,15,1,0,True,True,True,True,True,False,False,False,False,True,False,True,8.574964,169.9447,1296.081512,3,3,2,3,3,2,4,4,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False
361,1,34,113595.2,6.300198,8,1,2,False,False,False,True,False,False,True,True,True,True,True,True,63.66258,235.1372,6396.483969,4,5,4,3,4,4,5,4,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
